objectid,parentid,filename,image_alt_text,title,subject,description,location,creator,publisher,contributor,date,archival date,date digitized,type,type_legacy,format,format_legacy,source,language,rights,rights_legacy,rightsstatement,display_template,object_location,image_small,image_thumb,title_legacy,unmapped_legacy,cdmid,cdmcreated,cdmmodified,cdmfile,cdmpath,thumbnailURL,viewerURL,structure
645c,,645c.jpg,"Rows of individual portraits featuring students, each within a rectangular frame. In the center, a block of text reads ""A. J. Winters School 1964 Grade 5 1965."" One frame in the middle row includes a hand-drawn face and doodle instead of a photograph.",1964 4C A J Winters Elementary School Fourth,students;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mrs. Hazel Jacobson, Henrie Shreve, Cynthia ?, Roger Jones, Lana Twiss, Michael Grunig, Carole Passey, Dan Keetch   Row 2:  Dennis Greenlee, Mayrene Jensen, Karl Cook,  Jill Hymas   Row 3:  Sheryl Dimick, John Hess, Kathryn Portela, Steven Jewell, Roxanne Toomer, Mark Evans, Nita Weaver, Tracy Bunn   Row 4:  unknown, Janiece Wuthrich, unknown, unknown, Earl Burdick, Ann Jensen, Richard Smedley, Cynthia Dalrymple","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1964,1964-1965,2009-06-24,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/645c.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/645c_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/645c_th.jpg,1964  4c  A. J. Winters Elementary School   Fourth Grade   Mrs. Jacobson,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,100,2009-06-24,2009-06-24,106.jp2,/p151201coll15/image/106.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=100,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/100,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=100
646a,,646a.jpg,"A grid of school portrait headshots featuring young students, both boys and girls, each wearing various styles of shirts and glasses. In the center, the text reads: ""A. J. Winters School, 1964 Grade 6 1965."" At the bottom, there are small illustrations of a quill and inkwell, a basketball, a music note, and a stack of books.",A J Winters School 1964-65 Sixth Grade Class,students;class portraits;elementary schools,"Class Composite photographs from A. J. Winters Elementary School   Montpelier, Idaho   Row 1:  Mrs. Mildred Clayton, Gary Price, Colleen Jensen, ? Ikenberry, unknown, Spencer Hart, Delene Kunz, Lynn Gerber   Row 2:  Barth Jensen, Lois Christensen, Eric House, Linda Gerber   Row 3:  Debby Smedley, Brian Julian, Shirla Arnell, Cary Ericson, Sheila Romrell, Kelly Ward, Teresa Barnson, ? Bird   Row 4:  Ned Hirschi, Cathy Larsen, Ian Kunz, Sherman Grandy, Leslie Hyldahl, Michael Kunz, Lucille Pugmire   Row 5:  Tracy Gregerson, Blake Matthews, Krista mcMurray, Sheila Boehme, David Feitz, Steven Armitage, unknown, Steven Grunig","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1964,1964-1965,2009-06-24,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/646a.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/646a_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/646a_th.jpg,1964  5a   A. J. Winters Elementary School   Fifth Grade   Mrs. Clayton,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,101,2009-06-24,2009-06-24,107.jp2,/p151201coll15/image/107.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=101,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/101,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=101
646b,,646b.jpg,"Rows of individual portraits featuring children and a teacher. Above the portraits, there is text reading ""A. J. Winters School 1964 Grade 6 1965."" The portraits are arranged in a grid format, divided into rows, with children wearing typical school attire of the era. In the middle row, decorative illustrations of a megaphone, a bell, and a school bus are placed alongside some of the portraits.",A J Winters School 1964-65 Grade 6 Class,students;schools;portraits,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mr. Verlaine Larsen, Margaret Parker, Bart Woolstenhulme, Merlene Hymas, Ron Woolstenhulme, Jana Pugmire, Craig Rasmussen, Laura Sims   Row 2:  Kristy Crane, David Parker, Delene Kunz, James Nield   Row 3:  Grant Loertscher, DeAnn Bird, Barton Hayes, Rebecca Einzinger, Gary Walton, Linda Trout, Ricky Kunz, JaNiel Deitz   Row 4:  Trudy Dayton, Rusty Dimick, Bart Kunz, Jylene Loveless, Wendy Henry, Timothy Hirschi   Row 5:  Rick Williams, Barbara Brown, Kelly Powellson, Susan Stoor, George Cook, Liana Toomer, Tommy Smith, John Keetch","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1964,1964-1965,2009-06-24,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/646b.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/646b_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/646b_th.jpg,1964  5b A. J. Winters Elementary School   Fifth Grade  Mr. Larsen,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,102,2009-06-24,2009-06-24,108.jp2,/p151201coll15/image/108.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=102,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/102,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=102
646c,,646c.jpg,"A grid of individual portraits showing children and an adult, with various drawings including scrolls, a megaphone, a drum, a quill, a book, and a basketball scattered among the images. The text ""A. J. Winters School 1964 Grade 6 1965"" is prominently displayed in the center.",1964 5C A J Winters Elementary School Fifth,students;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mrs. Minnie Mahlock, Doug Taylor, Debby Jacobsen, Michael Olsen, Jeanette Stephens, Kenneth Tilley, Karen Haddock, John Teuscher   Row 2:  Michael Tolman, Don Bartlome,  James Parker, unknown   Row 3:  Robin Loertscher, Bruce Woolstenhulme, LeAnn Stephens, Steve Wuthrich, Carol Hirschi, Dan Nelson, Cheryl Johnson, Dale Bischoff   Row 3:  Ralph Smith, Ramela Delbaum, Scott Loenschal, Kurt Price, Debra Woolstenhulme, Ned Williamson, Sarah Doman   Row 5:  Shauna Danks, Bob Wuthrich, Colleen Derricott, unknown, Leslie Nelson, Danny Anderson, Debbie Burgoyne, Steven Sparks","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1964,1964-1965,2009-06-24,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/646c.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/646c_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/646c_th.jpg,1964  5c A. J. Winters Elementary School   Fifth Grade   Mrs. Mahlock,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,103,2009-06-24,2009-06-24,109.jp2,/p151201coll15/image/109.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=103,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/103,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=103
651b,,651b.jpg,"A grid of school portraits showing young children and a teacher. In the center, text reads: ""A. J. Winters School 1965 Grade 1 1966."" Below the portraits, there are illustrations of a quill with an inkwell and crossed pencils.",A J Winters 1St Grade Class 1965-66,children;schools;portraits,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mr. Verlaine Larsen, Sheryl Dimick, Earl Burdick, Peggy Dawn Adams, Henry Shreve, Stanley Woolstenhulme, Wendy Lewis, Marty Dixon   Row 2:  Rex Hood, Lon Tueller, Mark Fugate, Mary Lou Sorensen   Row 3:  Toni Smith, Richard Smedley, Mayrene Jensen, Karl Cook, Karen Larsen, Victor Parslow   Row 4:  Dennis Greenlee, Janet Jensen, Mark Evans, Janet Hymas, Michael Kunz, ElRay Westlake, Laran Burdick, Ramona Esquibel, Marc Hirschi, unknown, Kathy Trout, Brandon Long","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-07-01,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/651b.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/651b_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/651b_th.jpg,1965 5b  A. J. Winters Elementary School   Fifth Grade  Mr. Larsen,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,119,2009-07-01,2009-07-01,120.jp2,/p151201coll15/image/120.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=119,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/119,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=119
651c,,651c.jpg,"A compilation of headshots arranged in four rows, showing one adult and multiple children. The adult is a woman with glasses. The children are young and dressed in various clothing styles typical for school pictures. In the center is text reading ""A. J. Winters School 1965 Grade 1 1966."" Beneath the text is a graphic of an inkwell and pen.",Mrs Clayton's 1965 First Grade Class,children;schools;portraits,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mrs. Mildred Clayton, Randy Haines, Cynthia Dalrymple, Dean Burgoyne, Lori Wilkes, Kim Nate, Lorena Anderson, Jimmy Dimick   Row 2:  Shelly Crane, Neil Hymas, Steven Tolley, Gwen Perkins   Row 3:  Lana Twiss, Lawrence Crane, Timmy Gas, Carole Passey, unknown   Row 4:  John Hess, Janiece Wuthrich, Kathlene Swenson, David Higley, Lois Wilcox   Row 5:  Nita Weaver, Brian Rowland, Lynne Schoper, Kevin Armitage, Kathryn Portela, Don Hunzeker","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-07-01,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/651c.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/651c_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/651c_th.jpg,1965  5c  A. J. Winters Elementary School   Fifth Grade  Mrs. Clayton,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,120,2009-07-01,2009-07-01,121.jp2,/p151201coll15/image/121.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=120,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/120,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=120
651d,,651d.jpg,"A collection of individual portraits of young children and one adult, arranged in rows. At the center is text that reads ""A. J. WINTERS SCHOOL 1965 GRADE 1 1966."" Each child is looking forward, smiling or with neutral expressions. An illustration of a school bell and books appears at the bottom right.",A J Winters School 1965 Grade 1 Class,school portraits;children;teachers,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho   Row 1:  Mrs. Barbara Grandy, Michael Tolman, Cathy Larsen, Brian Julian, Lyona Sparks, David Feitz, Debbie Burgoyne, Gary Price   Row 2:  Dellene Kunz, John Keetch, Steven Sparks, unknown   Row 3:  Ron Woolstenhulme, Linda Trout, Michael Kunz, Barbara Brown, Michael Olsen, unknown, Linda Gerber, Garth Alleman   Row 4:  DeAnn Bird, Kelly Ward, Krista mcMurray, Bart Kunz, Deby Smedley, Ian Kunz, Jylene Loveless, Steven Armitage   Row 5:  Lynn Gerber, Lorna hansen, Tommy Smith, Lori Pollard, Bart Woolstenhulme, Lois Christensen, Barth Jensen, Teresa Barnson","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-07-01,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/651d.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/651d_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/651d_th.jpg,1965   6a   A. J. Winters Elementary School   Sixth Grade   Mrs. Grandy,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,121,2009-07-01,2009-07-02,122.jp2,/p151201coll15/image/122.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=121,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/121,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=121
652a,,652a.jpg,"A group of children and one adult, arranged in five rows, each featuring individual headshots. The adult is positioned at the beginning of the first row and wearing glasses and a necklace. The children are wearing various outfits, including bow ties, collars, and patterns. Text in the middle reads ""A. J. Winters' School 1965 Grade 2 1966."" An illustration of a school bell and books is visible at the bottom center.",A J Winters' 1965 Grade 2 Class Composite,students;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho   Row 1:  Mr. Lewis Teuscher,  Carol Hirschi, ? Boehme, Jolaine Ream, Bob Wuthrich, Kristy Crane, Ricky Kunz, Debra Jacobsen   Row 2:  Farrell Alleman, Perry Smith, Dale Bischoff, Doug Taylor   Row 3:  Merlene Hymas, John Teuscher, Jana Pugmire, Rod Galloway, Sheila Boehme, James Nield, Margaret Parker, Ralph Smith   Row 4:  Tim Hirschi, JaNiel Dietz, Scott Lowenschaul, Dan Nelson, Laura Sims, Mike Parker, Debbie Woolstenhulme   Row 5:  Kelly Powellson, Susan Stoor, Rusty Dimick, Shauna Danks, Grant Loertscher, Colleen Derricott, Dellene Kunz, unknown","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-07-01,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/652a.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/652a_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/652a_th.jpg,1965  6b  A. J. Winters Elementary School   Sixth Grade   Mr. Teuscher,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,122,2009-07-01,2009-07-01,123.jp2,/p151201coll15/image/123.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=122,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/122,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=122
652c,,652c.jpg,"A grid of individual portraits featuring young children and one adult. The adult, possibly a teacher, is positioned in the top left corner. The children are arranged in rows and appear to be of similar age, likely a school class. In the center, text reads ""A. J. Winters School 1965 Grade 2 1966."" Below the text is an illustration of a school bell and books.",1965 6C A J Winters Elementary School Sixth,students;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mr. Rigby,, Leslie Nelson, Danny Anderson, Pamela Sleight, Sherman Grandy, Colleen Jensen, Don Bartlome, Rick Williams   Row 2:  George Cook, Ned Hirschi, Bruce Woolstanhulme, Leslie Hyldahl   Row 3:  unknown, Steven Wuthrich, Gwen Henry, Barton Hayes, Wendy Kunz, Cary Ericson, Ronny Carter, Lucille Pugmire   Row 4:  Steven Grunig, Tracy Gregerson, Robin Loertscher, Kurt Price, Shirla Arnell, James Parker   Row 5:  Tony Wuthrich, unknown, Spencer Hart, Craig Rasmussen, Rebecca Einzinger, Ned Williamson, Sheila romrell, Jeanette Stephens","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-07-01,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/652c.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/652c_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/652c_th.jpg,1965  6c  A.J. Winters Elementary School   Sixth  Grade   Mr. Rigby,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,123,2009-07-01,2009-07-01,124.jp2,/p151201coll15/image/124.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=123,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/123,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=123
652d,,652d.jpg,"Rows of individual portraits show children and a woman. The middle row includes the text ""A. J. Winters School 1965 Grade 2 1966."" Each portrait features a child in a variety of outfits, with the woman wearing glasses and a patterned dress. The overall layout is neat and uniform.",A J Winters School 1965 Grade 2 Class,students;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mrs. Jensen, unknown, unknown, Blake Hymas, Robin Smith, Roger Price   Row 2:  unknown, unknown   Row 3:  Debbie Lewis, Martha Marx, unknown, LuJean Dimick, Danny Grunig, Clara Smith","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-07-02,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/652d.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/652d_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/652d_th.jpg,1965  1a   A. J. Winters Elementary School   First Grade   Mrs. Jensen,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,124,2009-07-02,2009-07-02,125.jp2,/p151201coll15/image/125.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=124,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/124,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=124
653a,,653a.jpg,"A grid of individual portraits featuring young students and one adult, likely a teacher, arranged in rows. The text in the center reads ""A. J. Winters School 1965 Grade 3 1966."" The portraits consist of children with various hairstyles and attire. At the bottom, there is an illustration of an ink bottle and pen nib.",1964 1C A J Winters Elementary School First,students;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mrs. Lucille Evans, Steven Dimick, unknown, Paul Larsen, Kathy Woolstenhulme, Mike Wigington, Keelie Anderson   Row 2:  unknown, Diane Christensen, Teri Black, Tom Hulme   Row 3:  unknown, DeAnn Danks,unknown, Sundae Crane, unknown, Marjorie Lloyd, unknown   Row 4:  Deniece Nate, David Barnson, Kirk jensen, Cyndi Jacobsen, unknown","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1964,1964-1965,2009-06-24,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/653a.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/653a_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/653a_th.jpg,1964  1c  A. J. Winters Elementary School   First Grade   Mrs. Evans,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,109,2009-06-24,2009-06-29,97.jp2,/p151201coll15/image/97.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=109,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/109,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=109
653b,,653b.jpg,"A collection of individual portraits of young children arranged in rows. Each child is shown from the shoulders up. In the center are the words ""A. J. Winters School 1965 Grade 3 1966."" Below the portraits, there is a sketch of an inkwell and quill.",1964 2A A J Winters Elementary School Second,children;class portraits;elementary schools,"Class composite photographs from A. J. Winters Elementary School, Montpelier, Idaho  Row 1:  Mrs. Mae Aland, Scott Esquibel, Lisa Whitaker, Mark Nelson, Janet Beaslely, unknown, Rhonda Armitage   Row 2:  unknown, Janet Jewell, Amy Hansen, Leland Wilcox   Row 3:  Josephine Anderson, Guy Hirschi, Cheryl Wilcox, Brent Kunz, Maxine Berger, Scott Hirschi, Mary Burdick   Row 4:  Eddie Lyon, Kathryn Loertscher, Dean Burdick, Leslie Schoper, Douglas Eborn","Montpelier, Idaho","Enterprise School Photos, Tulsa, OK","Bear Lake County Library, Montpelier, Idaho",A.J. Winters Elementary School,1965,1965-1966,2009-06-24,Image;StillImage,,image/jpeg,Photograph,,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""","Photographs used with copyright permission from Lifetouch National School Studios, Inc.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/653b.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/653b_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/653b_th.jpg,1964  2a   A. J. Winters Elementary School   Second Grade   Mrs. Aland,We apologize for misspelled names and misidentified students.  Please send corrections to blkcolib@dcdi.net.,110,2009-06-24,2009-06-24,98.jp2,/p151201coll15/image/98.jp2,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll15&CISOPTR=110,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll15/id/110,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll15&CISOPTR=110
